timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-11-25T21:54:46,supervised_matching_LLM,0d8ded86-1189-408d-830a-5b5ab296199d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,717.6165920000058,0.0008102246035215,1.1290494291156682e-06,42.5,43.58346623446671,20.0,0.0084712860732654,0.0107959114145002,0.003986385829444,0.0232535833172097,0.0,Switzerland,CHE,zurich,Windows-11-10.0.26100-SP0,3.13.5,3.1.1,32,Intel(R) Core(TM) i9-14900KF,1,1 x NVIDIA GeForce RTX 5080,8.5933,47.4143,63.83784484863281,machine,N,1.0,0.0,,
2025-11-25T22:11:53,finetunning_emissions,c19796c9-bf9f-4e5f-a496-9cd674d56e44,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,71.89537580002798,6.91813302866488e-05,9.62250068475501e-07,42.5,43.12761667828203,20.0,0.0008484609179858429,0.0007377889235629098,0.0003992660522218406,0.0019855158937705933,0.0,Switzerland,CHE,zurich,Windows-11-10.0.26100-SP0,3.13.5,3.1.1,32,Intel(R) Core(TM) i9-14900KF,1,1 x NVIDIA GeForce RTX 5080,8.5933,47.4143,63.83784484863281,machine,N,1.0,0.0,,
